,Virus
7526,SARS_COV_2 
6529,SARS_COV_2 
7147,SARS_COV_2 
13057,MERS       
4065,SARS_COV_2 
10632,SARS_COV_2 
4820,SARS_COV_2 
378,SARS_COV_2 
7280,SARS_COV_2 
11595,MERS       
9246,SARS_COV_2 
5776,SARS_COV_2 
2772,SARS_COV_2 
12026,MERS       
10649,SARS_COV_2 
12118,MERS       
1714,SARS_COV_2 
1254,SARS_COV_2 
8128,SARS_COV_2 
10576,SARS_COV_2 
7638,SARS_COV_2 
10623,SARS_COV_2 
8836,SARS_COV_2 
4920,SARS_COV_2 
8198,SARS_COV_2 
7978,SARS_COV_2 
9373,SARS_COV_2 
8952,SARS_COV_2 
1078,SARS_COV_2 
5953,SARS_COV_2 
10650,SARS_COV_2 
11760,MERS       
2388,SARS_COV_2 
6356,SARS_COV_2 
2173,SARS_COV_2 
6238,SARS_COV_2 
9979,SARS_COV_2 
3440,SARS_COV_2 
10692,SARS_COV_2 
11767,MERS       
1963,SARS_COV_2 
8931,SARS_COV_2 
11210,SARS_COV_2 
920,SARS_COV_2 
1543,SARS_COV_2 
5124,SARS_COV_2 
11939,MERS       
11711,MERS       
1792,SARS_COV_2 
1824,SARS_COV_2 
76,SARS_COV_2 
8810,SARS_COV_2 
11729,MERS       
3553,SARS_COV_2 
4625,SARS_COV_2 
11959,MERS       
7850,SARS_COV_2 
13098,MERS       
2269,SARS_COV_2 
8064,SARS_COV_2 
10968,SARS_COV_2 
6409,SARS_COV_2 
10463,SARS_COV_2 
11151,SARS_COV_2 
2491,SARS_COV_2 
3256,SARS_COV_2 
6513,SARS_COV_2 
1461,SARS_COV_2 
10988,SARS_COV_2 
8416,SARS_COV_2 
8523,SARS_COV_2 
12427,MERS       
44,SARS_COV_2 
12426,MERS       
2887,SARS_COV_2 
4541,SARS_COV_2 
6814,SARS_COV_2 
5599,SARS_COV_2 
7134,SARS_COV_2 
6075,SARS_COV_2 
1316,SARS_COV_2 
11012,SARS_COV_2 
2695,SARS_COV_2 
8773,SARS_COV_2 
2223,SARS_COV_2 
7958,SARS_COV_2 
11401,MERS       
10829,SARS_COV_2 
13148,MERS       
2135,SARS_COV_2 
10776,SARS_COV_2 
6760,SARS_COV_2 
6492,SARS_COV_2 
13178,MERS       
2628,SARS_COV_2 
10437,SARS_COV_2 
12327,MERS       
7279,SARS_COV_2 
827,SARS_COV_2 
1958,SARS_COV_2 
464,SARS_COV_2 
798,SARS_COV_2 
885,SARS_COV_2 
1067,SARS_COV_2 
10030,SARS_COV_2 
6053,SARS_COV_2 
1338,SARS_COV_2 
5930,SARS_COV_2 
9372,SARS_COV_2 
1183,SARS_COV_2 
11481,MERS       
12072,MERS       
9385,SARS_COV_2 
5311,SARS_COV_2 
5114,SARS_COV_2 
5372,SARS_COV_2 
12425,MERS       
4218,SARS_COV_2 
1660,SARS_COV_2 
10052,SARS_COV_2 
11764,MERS       
5647,SARS_COV_2 
12832,MERS       
11584,MERS       
11669,MERS       
5272,SARS_COV_2 
781,SARS_COV_2 
659,SARS_COV_2 
8602,SARS_COV_2 
1048,SARS_COV_2 
6438,SARS_COV_2 
11381,MERS       
10115,SARS_COV_2 
2854,SARS_COV_2 
3737,SARS_COV_2 
6057,SARS_COV_2 
11028,SARS_COV_2 
12405,MERS       
11860,MERS       
8442,SARS_COV_2 
7420,SARS_COV_2 
4280,SARS_COV_2 
11326,SARS_COV_2 
7078,SARS_COV_2 
6688,SARS_COV_2 
9644,SARS_COV_2 
5951,SARS_COV_2 
9933,SARS_COV_2 
5667,SARS_COV_2 
9369,SARS_COV_2 
9312,SARS_COV_2 
11455,MERS       
2818,SARS_COV_2 
4520,SARS_COV_2 
1662,SARS_COV_2 
5105,SARS_COV_2 
12128,MERS       
3698,SARS_COV_2 
12066,MERS       
8106,SARS_COV_2 
6448,SARS_COV_2 
5285,SARS_COV_2 
3361,SARS_COV_2 
4342,SARS_COV_2 
732,SARS_COV_2 
3929,SARS_COV_2 
8235,SARS_COV_2 
2191,SARS_COV_2 
3511,SARS_COV_2 
5513,SARS_COV_2 
3400,SARS_COV_2 
7962,SARS_COV_2 
5282,SARS_COV_2 
2550,SARS_COV_2 
1010,SARS_COV_2 
12552,MERS       
6970,SARS_COV_2 
5015,SARS_COV_2 
2762,SARS_COV_2 
11726,MERS       
9920,SARS_COV_2 
8852,SARS_COV_2 
2103,SARS_COV_2 
10392,SARS_COV_2 
11535,MERS       
869,SARS_COV_2 
7312,SARS_COV_2 
10856,SARS_COV_2 
9406,SARS_COV_2 
1874,SARS_COV_2 
1850,SARS_COV_2 
2275,SARS_COV_2 
737,SARS_COV_2 
2767,SARS_COV_2 
4828,SARS_COV_2 
5255,SARS_COV_2 
9771,SARS_COV_2 
8753,SARS_COV_2 
13121,MERS       
2827,SARS_COV_2 
8616,SARS_COV_2 
7972,SARS_COV_2 
148,SARS_COV_2 
1144,SARS_COV_2 
786,SARS_COV_2 
5086,SARS_COV_2 
9356,SARS_COV_2 
8366,SARS_COV_2 
2381,SARS_COV_2 
1329,SARS_COV_2 
8830,SARS_COV_2 
2480,SARS_COV_2 
9776,SARS_COV_2 
9676,SARS_COV_2 
5487,SARS_COV_2 
5955,SARS_COV_2 
714,SARS_COV_2 
3170,SARS_COV_2 
10704,SARS_COV_2 
6789,SARS_COV_2 
12356,MERS       
7910,SARS_COV_2 
12996,MERS       
9143,SARS_COV_2 
8188,SARS_COV_2 
5989,SARS_COV_2 
5186,SARS_COV_2 
4361,SARS_COV_2 
11070,SARS_COV_2 
8524,SARS_COV_2 
3427,SARS_COV_2 
2563,SARS_COV_2 
2725,SARS_COV_2 
1818,SARS_COV_2 
4083,SARS_COV_2 
11852,MERS       
1399,SARS_COV_2 
5246,SARS_COV_2 
1192,SARS_COV_2 
9402,SARS_COV_2 
10140,SARS_COV_2 
4220,SARS_COV_2 
11085,SARS_COV_2 
3774,SARS_COV_2 
3360,SARS_COV_2 
12028,MERS       
11619,MERS       
8047,SARS_COV_2 
4104,SARS_COV_2 
1431,SARS_COV_2 
5225,SARS_COV_2 
5923,SARS_COV_2 
6076,SARS_COV_2 
3753,SARS_COV_2 
4953,SARS_COV_2 
6276,SARS_COV_2 
10330,SARS_COV_2 
1188,SARS_COV_2 
6569,SARS_COV_2 
9963,SARS_COV_2 
2976,SARS_COV_2 
5791,SARS_COV_2 
8269,SARS_COV_2 
11320,SARS_COV_2 
5405,SARS_COV_2 
7718,SARS_COV_2 
270,SARS_COV_2 
7824,SARS_COV_2 
9442,SARS_COV_2 
7057,SARS_COV_2 
11633,MERS       
4550,SARS_COV_2 
2382,SARS_COV_2 
5679,SARS_COV_2 
12763,MERS       
5692,SARS_COV_2 
3505,SARS_COV_2 
1737,SARS_COV_2 
5044,SARS_COV_2 
8245,SARS_COV_2 
8180,SARS_COV_2 
8709,SARS_COV_2 
3549,SARS_COV_2 
6070,SARS_COV_2 
7795,SARS_COV_2 
893,SARS_COV_2 
6583,SARS_COV_2 
2423,SARS_COV_2 
12231,MERS       
4414,SARS_COV_2 
2565,SARS_COV_2 
8007,SARS_COV_2 
12880,MERS       
5885,SARS_COV_2 
1755,SARS_COV_2 
7778,SARS_COV_2 
12503,MERS       
8658,SARS_COV_2 
4362,SARS_COV_2 
1522,SARS_COV_2 
1524,SARS_COV_2 
8646,SARS_COV_2 
2248,SARS_COV_2 
2405,SARS_COV_2 
6031,SARS_COV_2 
12617,MERS       
9560,SARS_COV_2 
9516,SARS_COV_2 
4443,SARS_COV_2 
11778,MERS       
4437,SARS_COV_2 
3510,SARS_COV_2 
9737,SARS_COV_2 
9149,SARS_COV_2 
12547,MERS       
8116,SARS_COV_2 
6974,SARS_COV_2 
1974,SARS_COV_2 
10181,SARS_COV_2 
8074,SARS_COV_2 
8763,SARS_COV_2 
4338,SARS_COV_2 
3414,SARS_COV_2 
3759,SARS_COV_2 
1941,SARS_COV_2 
9468,SARS_COV_2 
1882,SARS_COV_2 
10488,SARS_COV_2 
9899,SARS_COV_2 
11942,MERS       
6190,SARS_COV_2 
4782,SARS_COV_2 
3380,SARS_COV_2 
1807,SARS_COV_2 
3740,SARS_COV_2 
10018,SARS_COV_2 
8285,SARS_COV_2 
4041,SARS_COV_2 
7412,SARS_COV_2 
8844,SARS_COV_2 
269,SARS_COV_2 
6011,SARS_COV_2 
12980,MERS       
8958,SARS_COV_2 
13197,SARS_COV_1 
2111,SARS_COV_2 
780,SARS_COV_2 
2112,SARS_COV_2 
5839,SARS_COV_2 
5913,SARS_COV_2 
9855,SARS_COV_2 
4117,SARS_COV_2 
9565,SARS_COV_2 
4352,SARS_COV_2 
9083,SARS_COV_2 
9177,SARS_COV_2 
12306,MERS       
6545,SARS_COV_2 
6166,SARS_COV_2 
4629,SARS_COV_2 
1379,SARS_COV_2 
11453,MERS       
5954,SARS_COV_2 
1541,SARS_COV_2 
9527,SARS_COV_2 
5909,SARS_COV_2 
2104,SARS_COV_2 
12262,MERS       
5792,SARS_COV_2 
4698,SARS_COV_2 
3899,SARS_COV_2 
6614,SARS_COV_2 
7052,SARS_COV_2 
8960,SARS_COV_2 
998,SARS_COV_2 
6870,SARS_COV_2 
4718,SARS_COV_2 
9055,SARS_COV_2 
7248,SARS_COV_2 
6289,SARS_COV_2 
5307,SARS_COV_2 
10899,SARS_COV_2 
5394,SARS_COV_2 
6886,SARS_COV_2 
6803,SARS_COV_2 
5862,SARS_COV_2 
3010,SARS_COV_2 
8294,SARS_COV_2 
9241,SARS_COV_2 
13050,MERS       
6087,SARS_COV_2 
7597,SARS_COV_2 
6179,SARS_COV_2 
11838,MERS       
1643,SARS_COV_2 
8982,SARS_COV_2 
9511,SARS_COV_2 
9598,SARS_COV_2 
1389,SARS_COV_2 
715,SARS_COV_2 
1321,SARS_COV_2 
11003,SARS_COV_2 
990,SARS_COV_2 
5134,SARS_COV_2 
8656,SARS_COV_2 
2517,SARS_COV_2 
3983,SARS_COV_2 
10025,SARS_COV_2 
12767,MERS       
5382,SARS_COV_2 
278,SARS_COV_2 
13142,MERS       
10738,SARS_COV_2 
9044,SARS_COV_2 
7888,SARS_COV_2 
7325,SARS_COV_2 
10814,SARS_COV_2 
2160,SARS_COV_2 
10361,SARS_COV_2 
8623,SARS_COV_2 
10992,SARS_COV_2 
2520,SARS_COV_2 
12027,MERS       
9318,SARS_COV_2 
793,SARS_COV_2 
5650,SARS_COV_2 
5061,SARS_COV_2 
3605,SARS_COV_2 
8820,SARS_COV_2 
5764,SARS_COV_2 
1199,SARS_COV_2 
4277,SARS_COV_2 
11600,MERS       
6240,SARS_COV_2 
140,SARS_COV_2 
2261,SARS_COV_2 
12634,MERS       
13100,MERS       
11073,SARS_COV_2 
1981,SARS_COV_2 
8823,SARS_COV_2 
7769,SARS_COV_2 
2253,SARS_COV_2 
8311,SARS_COV_2 
5554,SARS_COV_2 
177,SARS_COV_2 
3175,SARS_COV_2 
917,SARS_COV_2 
10787,SARS_COV_2 
188,SARS_COV_2 
7990,SARS_COV_2 
10696,SARS_COV_2 
2752,SARS_COV_2 
8726,SARS_COV_2 
9493,SARS_COV_2 
5702,SARS_COV_2 
6380,SARS_COV_2 
5852,SARS_COV_2 
12437,MERS       
8508,SARS_COV_2 
11893,MERS       
7953,SARS_COV_2 
11826,MERS       
8992,SARS_COV_2 
9354,SARS_COV_2 
11023,SARS_COV_2 
10116,SARS_COV_2 
12492,MERS       
2600,SARS_COV_2 
5014,SARS_COV_2 
8331,SARS_COV_2 
6979,SARS_COV_2 
12891,MERS       
1898,SARS_COV_2 
5914,SARS_COV_2 
11457,MERS       
8964,SARS_COV_2 
9050,SARS_COV_2 
7860,SARS_COV_2 
12277,MERS       
12402,MERS       
5612,SARS_COV_2 
10289,SARS_COV_2 
6544,SARS_COV_2 
4936,SARS_COV_2 
5558,SARS_COV_2 
11962,MERS       
848,SARS_COV_2 
8608,SARS_COV_2 
8488,SARS_COV_2 
5596,SARS_COV_2 
8918,SARS_COV_2 
10176,SARS_COV_2 
6225,SARS_COV_2 
12782,MERS       
13074,MERS       
10883,SARS_COV_2 
4324,SARS_COV_2 
11439,MERS       
11504,MERS       
2025,SARS_COV_2 
6750,SARS_COV_2 
13103,MERS       
3524,SARS_COV_2 
10358,SARS_COV_2 
12171,MERS       
12323,MERS       
12681,MERS       
8447,SARS_COV_2 
6847,SARS_COV_2 
6223,SARS_COV_2 
7386,SARS_COV_2 
3149,SARS_COV_2 
4445,SARS_COV_2 
2399,SARS_COV_2 
12466,MERS       
4096,SARS_COV_2 
1044,SARS_COV_2 
6695,SARS_COV_2 
4315,SARS_COV_2 
407,SARS_COV_2 
4972,SARS_COV_2 
10710,SARS_COV_2 
7893,SARS_COV_2 
2955,SARS_COV_2 
5549,SARS_COV_2 
11598,MERS       
11358,MERS       
3669,SARS_COV_2 
9173,SARS_COV_2 
6558,SARS_COV_2 
12172,MERS       
8276,SARS_COV_2 
3705,SARS_COV_2 
1211,SARS_COV_2 
11698,MERS       
9550,SARS_COV_2 
4449,SARS_COV_2 
5556,SARS_COV_2 
10936,SARS_COV_2 
2910,SARS_COV_2 
6302,SARS_COV_2 
5361,SARS_COV_2 
3770,SARS_COV_2 
8979,SARS_COV_2 
11229,SARS_COV_2 
704,SARS_COV_2 
8390,SARS_COV_2 
2113,SARS_COV_2 
12890,MERS       
2427,SARS_COV_2 
3135,SARS_COV_2 
7394,SARS_COV_2 
4897,SARS_COV_2 
5891,SARS_COV_2 
3333,SARS_COV_2 
931,SARS_COV_2 
8107,SARS_COV_2 
1095,SARS_COV_2 
2864,SARS_COV_2 
397,SARS_COV_2 
7086,SARS_COV_2 
10562,SARS_COV_2 
480,SARS_COV_2 
7363,SARS_COV_2 
3485,SARS_COV_2 
12234,MERS       
1356,SARS_COV_2 
12676,MERS       
6596,SARS_COV_2 
9366,SARS_COV_2 
12942,MERS       
8264,SARS_COV_2 
1011,SARS_COV_2 
10341,SARS_COV_2 
10689,SARS_COV_2 
1175,SARS_COV_2 
9215,SARS_COV_2 
7577,SARS_COV_2 
10660,SARS_COV_2 
5017,SARS_COV_2 
4626,SARS_COV_2 
9341,SARS_COV_2 
3291,SARS_COV_2 
11966,MERS       
8149,SARS_COV_2 
8813,SARS_COV_2 
5041,SARS_COV_2 
5985,SARS_COV_2 
6502,SARS_COV_2 
3813,SARS_COV_2 
7864,SARS_COV_2 
3517,SARS_COV_2 
5672,SARS_COV_2 
11240,SARS_COV_2 
1458,SARS_COV_2 
4991,SARS_COV_2 
6515,SARS_COV_2 
8739,SARS_COV_2 
2614,SARS_COV_2 
9419,SARS_COV_2 
577,SARS_COV_2 
12112,MERS       
8838,SARS_COV_2 
2732,SARS_COV_2 
155,SARS_COV_2 
7531,SARS_COV_2 
26,SARS_COV_2 
1142,SARS_COV_2 
9367,SARS_COV_2 
2241,SARS_COV_2 
9040,SARS_COV_2 
2650,SARS_COV_2 
7457,SARS_COV_2 
3342,SARS_COV_2 
1101,SARS_COV_2 
2155,SARS_COV_2 
3623,SARS_COV_2 
5737,SARS_COV_2 
2400,SARS_COV_2 
12622,MERS       
12468,MERS       
3876,SARS_COV_2 
2105,SARS_COV_2 
11635,MERS       
7876,SARS_COV_2 
7244,SARS_COV_2 
5191,SARS_COV_2 
8134,SARS_COV_2 
7083,SARS_COV_2 
3683,SARS_COV_2 
8073,SARS_COV_2 
4836,SARS_COV_2 
11824,MERS       
11404,MERS       
1252,SARS_COV_2 
1335,SARS_COV_2 
5608,SARS_COV_2 
6988,SARS_COV_2 
6063,SARS_COV_2 
11976,MERS       
12237,MERS       
5480,SARS_COV_2 
7736,SARS_COV_2 
10070,SARS_COV_2 
10207,SARS_COV_2 
12169,MERS       
10489,SARS_COV_2 
8135,SARS_COV_2 
882,SARS_COV_2 
7255,SARS_COV_2 
7180,SARS_COV_2 
5037,SARS_COV_2 
3858,SARS_COV_2 
5629,SARS_COV_2 
5847,SARS_COV_2 
11260,SARS_COV_2 
11697,MERS       
8811,SARS_COV_2 
1046,SARS_COV_2 
6652,SARS_COV_2 
7940,SARS_COV_2 
12148,MERS       
363,SARS_COV_2 
6149,SARS_COV_2 
4223,SARS_COV_2 
635,SARS_COV_2 
12828,MERS       
5257,SARS_COV_2 
1749,SARS_COV_2 
921,SARS_COV_2 
5121,SARS_COV_2 
3370,SARS_COV_2 
1051,SARS_COV_2 
2512,SARS_COV_2 
280,SARS_COV_2 
6219,SARS_COV_2 
12340,MERS       
5108,SARS_COV_2 
3578,SARS_COV_2 
2679,SARS_COV_2 
5090,SARS_COV_2 
825,SARS_COV_2 
10029,SARS_COV_2 
10262,SARS_COV_2 
6830,SARS_COV_2 
1553,SARS_COV_2 
2447,SARS_COV_2 
1800,SARS_COV_2 
11391,MERS       
3731,SARS_COV_2 
7392,SARS_COV_2 
938,SARS_COV_2 
4648,SARS_COV_2 
9892,SARS_COV_2 
9410,SARS_COV_2 
1455,SARS_COV_2 
324,SARS_COV_2 
10190,SARS_COV_2 
9267,SARS_COV_2 
4452,SARS_COV_2 
1414,SARS_COV_2 
9043,SARS_COV_2 
181,SARS_COV_2 
6976,SARS_COV_2 
9381,SARS_COV_2 
5216,SARS_COV_2 
2348,SARS_COV_2 
10912,SARS_COV_2 
5080,SARS_COV_2 
10634,SARS_COV_2 
3962,SARS_COV_2 
11346,MERS       
416,SARS_COV_2 
343,SARS_COV_2 
5600,SARS_COV_2 
11150,SARS_COV_2 
13058,MERS       
302,SARS_COV_2 
4988,SARS_COV_2 
5300,SARS_COV_2 
3320,SARS_COV_2 
7851,SARS_COV_2 
12329,MERS       
3189,SARS_COV_2 
9016,SARS_COV_2 
2547,SARS_COV_2 
3095,SARS_COV_2 
4635,SARS_COV_2 
11930,MERS       
669,SARS_COV_2 
8209,SARS_COV_2 
13139,MERS       
4480,SARS_COV_2 
11761,MERS       
13104,MERS       
5103,SARS_COV_2 
2008,SARS_COV_2 
754,SARS_COV_2 
3655,SARS_COV_2 
4145,SARS_COV_2 
3062,SARS_COV_2 
10907,SARS_COV_2 
1691,SARS_COV_2 
551,SARS_COV_2 
113,SARS_COV_2 
9353,SARS_COV_2 
1793,SARS_COV_2 
12849,MERS       
1075,SARS_COV_2 
2973,SARS_COV_2 
5386,SARS_COV_2 
4011,SARS_COV_2 
11580,MERS       
3081,SARS_COV_2 
2523,SARS_COV_2 
5260,SARS_COV_2 
2613,SARS_COV_2 
9937,SARS_COV_2 
7478,SARS_COV_2 
10709,SARS_COV_2 
7675,SARS_COV_2 
6991,SARS_COV_2 
2478,SARS_COV_2 
1073,SARS_COV_2 
8476,SARS_COV_2 
5049,SARS_COV_2 
2881,SARS_COV_2 
3375,SARS_COV_2 
11984,MERS       
12579,MERS       
11857,MERS       
3236,SARS_COV_2 
10298,SARS_COV_2 
9298,SARS_COV_2 
13166,SARS_COV_1 
1654,SARS_COV_2 
1100,SARS_COV_2 
71,SARS_COV_2 
10163,SARS_COV_2 
11306,SARS_COV_2 
9034,SARS_COV_2 
9291,SARS_COV_2 
9948,SARS_COV_2 
3211,SARS_COV_2 
11497,MERS       
5389,SARS_COV_2 
12638,MERS       
8884,SARS_COV_2 
3572,SARS_COV_2 
4057,SARS_COV_2 
3275,SARS_COV_2 
10170,SARS_COV_2 
7458,SARS_COV_2 
7932,SARS_COV_2 
889,SARS_COV_2 
8667,SARS_COV_2 
5379,SARS_COV_2 
2683,SARS_COV_2 
8228,SARS_COV_2 
10399,SARS_COV_2 
5805,SARS_COV_2 
40,SARS_COV_2 
3276,SARS_COV_2 
6052,SARS_COV_2 
12413,MERS       
4975,SARS_COV_2 
966,SARS_COV_2 
2810,SARS_COV_2 
6704,SARS_COV_2 
2746,SARS_COV_2 
4088,SARS_COV_2 
6618,SARS_COV_2 
6520,SARS_COV_2 
680,SARS_COV_2 
1038,SARS_COV_2 
5331,SARS_COV_2 
3477,SARS_COV_2 
2688,SARS_COV_2 
12799,MERS       
11797,MERS       
6037,SARS_COV_2 
3862,SARS_COV_2 
3006,SARS_COV_2 
7506,SARS_COV_2 
8594,SARS_COV_2 
10599,SARS_COV_2 
1674,SARS_COV_2 
10578,SARS_COV_2 
1910,SARS_COV_2 
1369,SARS_COV_2 
11552,MERS       
202,SARS_COV_2 
12839,MERS       
11056,SARS_COV_2 
12270,MERS       
10677,SARS_COV_2 
10470,SARS_COV_2 
8017,SARS_COV_2 
901,SARS_COV_2 
7909,SARS_COV_2 
9175,SARS_COV_2 
8645,SARS_COV_2 
2325,SARS_COV_2 
6197,SARS_COV_2 
6417,SARS_COV_2 
2629,SARS_COV_2 
1585,SARS_COV_2 
10934,SARS_COV_2 
12033,MERS       
6741,SARS_COV_2 
4032,SARS_COV_2 
7199,SARS_COV_2 
5606,SARS_COV_2 
2299,SARS_COV_2 
11696,MERS       
12693,MERS       
11477,MERS       
9748,SARS_COV_2 
6571,SARS_COV_2 
7758,SARS_COV_2 
1681,SARS_COV_2 
12239,MERS       
5871,SARS_COV_2 
2417,SARS_COV_2 
6986,SARS_COV_2 
1242,SARS_COV_2 
12599,MERS       
10827,SARS_COV_2 
8636,SARS_COV_2 
6883,SARS_COV_2 
2530,SARS_COV_2 
7897,SARS_COV_2 
10897,SARS_COV_2 
2697,SARS_COV_2 
10339,SARS_COV_2 
11758,MERS       
1502,SARS_COV_2 
2354,SARS_COV_2 
8474,SARS_COV_2 
6436,SARS_COV_2 
8738,SARS_COV_2 
1990,SARS_COV_2 
4365,SARS_COV_2 
106,SARS_COV_2 
11214,SARS_COV_2 
4244,SARS_COV_2 
5022,SARS_COV_2 
11882,MERS       
4592,SARS_COV_2 
4796,SARS_COV_2 
5929,SARS_COV_2 
10516,SARS_COV_2 
10915,SARS_COV_2 
11582,MERS       
10307,SARS_COV_2 
8323,SARS_COV_2 
5085,SARS_COV_2 
8452,SARS_COV_2 
5179,SARS_COV_2 
12646,MERS       
9216,SARS_COV_2 
401,SARS_COV_2 
6757,SARS_COV_2 
11465,MERS       
12719,MERS       
12592,MERS       
9631,SARS_COV_2 
7397,SARS_COV_2 
4551,SARS_COV_2 
4767,SARS_COV_2 
1987,SARS_COV_2 
11704,MERS       
8322,SARS_COV_2 
9466,SARS_COV_2 
1357,SARS_COV_2 
8463,SARS_COV_2 
12113,MERS       
10060,SARS_COV_2 
2129,SARS_COV_2 
2817,SARS_COV_2 
10534,SARS_COV_2 
6178,SARS_COV_2 
9323,SARS_COV_2 
5522,SARS_COV_2 
12011,MERS       
6726,SARS_COV_2 
7194,SARS_COV_2 
396,SARS_COV_2 
7562,SARS_COV_2 
3966,SARS_COV_2 
5662,SARS_COV_2 
11521,MERS       
12621,MERS       
10072,SARS_COV_2 
11629,MERS       
9159,SARS_COV_2 
5511,SARS_COV_2 
252,SARS_COV_2 
8186,SARS_COV_2 
5591,SARS_COV_2 
6319,SARS_COV_2 
9546,SARS_COV_2 
11359,MERS       
10210,SARS_COV_2 
8079,SARS_COV_2 
515,SARS_COV_2 
5593,SARS_COV_2 
844,SARS_COV_2 
6034,SARS_COV_2 
13005,MERS       
8793,SARS_COV_2 
2893,SARS_COV_2 
8159,SARS_COV_2 
7339,SARS_COV_2 
1707,SARS_COV_2 
11940,MERS       
5520,SARS_COV_2 
7153,SARS_COV_2 
1858,SARS_COV_2 
4059,SARS_COV_2 
7306,SARS_COV_2 
6744,SARS_COV_2 
10352,SARS_COV_2 
11219,SARS_COV_2 
365,SARS_COV_2 
3997,SARS_COV_2 
6174,SARS_COV_2 
3367,SARS_COV_2 
2820,SARS_COV_2 
7792,SARS_COV_2 
2742,SARS_COV_2 
3096,SARS_COV_2 
11636,MERS       
9268,SARS_COV_2 
11045,SARS_COV_2 
10161,SARS_COV_2 
570,SARS_COV_2 
1352,SARS_COV_2 
5950,SARS_COV_2 
11561,MERS       
0,SARS_COV_2 
1125,SARS_COV_2 
5016,SARS_COV_2 
5486,SARS_COV_2 
4527,SARS_COV_2 
7532,SARS_COV_2 
7634,SARS_COV_2 
12459,MERS       
12483,MERS       
1135,SARS_COV_2 
3369,SARS_COV_2 
11613,MERS       
2056,SARS_COV_2 
5427,SARS_COV_2 
3021,SARS_COV_2 
8439,SARS_COV_2 
11694,MERS       
900,SARS_COV_2 
3596,SARS_COV_2 
9927,SARS_COV_2 
1083,SARS_COV_2 
7265,SARS_COV_2 
1950,SARS_COV_2 
279,SARS_COV_2 
2001,SARS_COV_2 
4412,SARS_COV_2 
13087,MERS       
10479,SARS_COV_2 
10749,SARS_COV_2 
8071,SARS_COV_2 
9606,SARS_COV_2 
10335,SARS_COV_2 
8078,SARS_COV_2 
12833,MERS       
1313,SARS_COV_2 
8744,SARS_COV_2 
11923,MERS       
13114,MERS       
2932,SARS_COV_2 
1797,SARS_COV_2 
2534,SARS_COV_2 
7656,SARS_COV_2 
4612,SARS_COV_2 
3325,SARS_COV_2 
10577,SARS_COV_2 
9535,SARS_COV_2 
12020,MERS       
5777,SARS_COV_2 
6781,SARS_COV_2 
10269,SARS_COV_2 
8049,SARS_COV_2 
6608,SARS_COV_2 
2396,SARS_COV_2 
6189,SARS_COV_2 
5369,SARS_COV_2 
8414,SARS_COV_2 
9024,SARS_COV_2 
8075,SARS_COV_2 
1600,SARS_COV_2 
10174,SARS_COV_2 
8993,SARS_COV_2 
5343,SARS_COV_2 
6337,SARS_COV_2 
13102,MERS       
6383,SARS_COV_2 
3620,SARS_COV_2 
8103,SARS_COV_2 
8967,SARS_COV_2 
7629,SARS_COV_2 
9027,SARS_COV_2 
8942,SARS_COV_2 
13002,MERS       
12631,MERS       
12324,MERS       
971,SARS_COV_2 
4217,SARS_COV_2 
1671,SARS_COV_2 
3412,SARS_COV_2 
2945,SARS_COV_2 
9453,SARS_COV_2 
3871,SARS_COV_2 
12516,MERS       
965,SARS_COV_2 
2733,SARS_COV_2 
6168,SARS_COV_2 
426,SARS_COV_2 
3064,SARS_COV_2 
2805,SARS_COV_2 
8,SARS_COV_2 
7837,SARS_COV_2 
6398,SARS_COV_2 
5880,SARS_COV_2 
4207,SARS_COV_2 
3571,SARS_COV_2 
1791,SARS_COV_2 
9781,SARS_COV_2 
6185,SARS_COV_2 
2913,SARS_COV_2 
1806,SARS_COV_2 
581,SARS_COV_2 
5803,SARS_COV_2 
1110,SARS_COV_2 
12114,MERS       
11881,MERS       
617,SARS_COV_2 
13035,MERS       
5416,SARS_COV_2 
686,SARS_COV_2 
6785,SARS_COV_2 
8822,SARS_COV_2 
5706,SARS_COV_2 
157,SARS_COV_2 
8954,SARS_COV_2 
9309,SARS_COV_2 
4281,SARS_COV_2 
45,SARS_COV_2 
10837,SARS_COV_2 
11651,MERS       
8381,SARS_COV_2 
12321,MERS       
2291,SARS_COV_2 
11715,MERS       
3188,SARS_COV_2 
11827,MERS       
3141,SARS_COV_2 
9916,SARS_COV_2 
5295,SARS_COV_2 
3708,SARS_COV_2 
12666,MERS       
6796,SARS_COV_2 
3484,SARS_COV_2 
1678,SARS_COV_2 
3839,SARS_COV_2 
1875,SARS_COV_2 
5013,SARS_COV_2 
11845,MERS       
478,SARS_COV_2 
13118,MERS       
2033,SARS_COV_2 
9489,SARS_COV_2 
9136,SARS_COV_2 
3106,SARS_COV_2 
5584,SARS_COV_2 
6270,SARS_COV_2 
4195,SARS_COV_2 
7231,SARS_COV_2 
67,SARS_COV_2 
709,SARS_COV_2 
9793,SARS_COV_2 
8161,SARS_COV_2 
679,SARS_COV_2 
9684,SARS_COV_2 
2422,SARS_COV_2 
11383,MERS       
5699,SARS_COV_2 
1237,SARS_COV_2 
7433,SARS_COV_2 
10903,SARS_COV_2 
684,SARS_COV_2 
12091,MERS       
10619,SARS_COV_2 
4540,SARS_COV_2 
12724,MERS       
7441,SARS_COV_2 
11961,MERS       
846,SARS_COV_2 
10711,SARS_COV_2 
12138,MERS       
4556,SARS_COV_2 
